Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
WAVES 	2022-03-31 10:12:10 	2022-03-31 10:17:28 	1.9 \ 1.9 	51.64600000 	50.98900000 	4.90833255 	3.58202998 	-1.33 	-27.0% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 50.989 BidEMA: 50.989 LastPrice = 50.991 BuyPrice = 51.646 (strategy <d150s1 M+>); StopLoss fixed: 51.026 AllowedDrop: BUY -15.0% spread 	0.16 	0.01 	0.32 	2.85 	0.31 	0.15 	4.32 	0.05 	16.66 	4.39 	4.37 	2.75 	1.47 	1.13 	0.03 	0 	1.36 	23.8 m 	715.0 m
WAVES 	2022-03-31 10:09:55 	2022-03-31 10:16:36 	1.9 \ 1.9 	51.65500000 	51.20200000 	4.90918789 	3.97031660 	-0.94 	-19.1% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 51.202 BidEMA: 51.202 LastPrice = 51.203 BuyPrice = 51.655 (strategy <d120s1 M+>); StopLoss fixed: 51.242 AllowedDrop: BUY -14.0% spread 	0.16 	0.01 	0.31 	2.85 	0.63 	0.15 	4.32 	0.05 	16.66 	4.39 	4.37 	2.75 	1.47 	1.17 	0.03 	0 	2.27 	23.8 m 	715.0 m
WAVES 	2022-03-31 10:09:57 	2022-03-31 10:16:36 	1.9 \ 1.9 	51.64600000 	51.20200000 	4.90833255 	3.98656810 	-0.92 	-18.8% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 51.202 BidEMA: 51.202 LastPrice = 51.203 BuyPrice = 51.646 (strategy <d120s1.2 M+>); StopLoss fixed: 51.233 AllowedDrop: BUY -14.0% spre 	0.16 	0.01 	0.31 	2.85 	0.4 	0.15 	4.32 	0.05 	16.66 	4.39 	4.37 	2.75 	1.47 	1.16 	0.03 	0 	2.31 	23.8 m 	715.0 m
BAKE 	2022-03-31 10:15:59 	2022-03-31 10:16:22 	103.0 \ 103.0 	0.97300000 	0.97860000 	5.01295438 	5.50934849 	0.5 	9.9% 	(strategy <d120s1 M+>) 	Sell Price 	0.1 	-0.01 	0.23 	2.81 	0.51 	0.13 	14.84 	0.03 	29.38 	17.47 	15.17 	3.36 	1.27 	0.88 	0.02 	0 	7.01 	32.6 m 	176.8 m
ARPA 	2022-03-31 10:14:06 	2022-03-31 10:15:22 	1075.0 \ 1075.0 	0.09302000 	0.09351000 	5.00182493 	5.44836706 	0.45 	8.9% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.13 	0.01 	0.31 	2.88 	0.75 	0.14 	4.7 	0.07 	9.53 	6.59 	4.77 	3.79 	1.61 	0.77 	0.06 	0 	7.25 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:12:52 	2022-03-31 10:15:11 	1075.0 \ 1075.0 	0.09303000 	0.09342000 	5.00236264 	5.34143918 	0.34 	6.8% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.15 	0.03 	0.32 	2.9 	0.87 	0.17 	4.84 	0.12 	9.53 	6.59 	4.96 	3.79 	1.51 	0.94 	0.08 	0 	12.65 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:14:08 	2022-03-31 10:15:11 	1076.0 \ 1076.0 	0.09293000 	0.09342000 	5.00163385 	5.44866885 	0.45 	8.9% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.12 	0.01 	0.31 	2.88 	0.71 	0.14 	4.7 	0.07 	9.53 	6.59 	4.77 	3.79 	1.61 	0.7 	0.06 	0 	6.95 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:14:15 	2022-03-31 10:15:11 	1077.0 \ 1077.0 	0.09284000 	0.09342000 	5.00143377 	5.54585300 	0.54 	10.9% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.12 	0 	0.31 	2.87 	0.5 	0.14 	4.7 	0.07 	9.53 	6.59 	4.77 	3.79 	1.61 	0.7 	0.06 	0 	7.24 	4.9 m 	40.3 m
WAVES 	2022-03-31 10:09:42 	2022-03-31 10:14:52 	1.9 \ 1.9 	51.84300000 	51.17600000 	4.92705503 	3.58146062 	-1.35 	-27.3% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 51.184 BidEMA: 51.184 LastPrice = 51.185 BuyPrice = 51.843 (strategy <d180s1 M+>); StopLoss fixed: 51.221 AllowedDrop: BUY -15.0% spread 	0.17 	0.02 	0.31 	2.86 	0.58 	0.15 	4.32 	0.05 	16.66 	4.39 	4.37 	2.75 	1.11 	0.86 	0.04 	0 	1.65 	23.8 m 	715.0 m
IOTX 	2022-03-31 10:12:39 	2022-03-31 10:13:54 	943.0 \ 943.0 	0.10602000 	0.10658000 	5.00084254 	5.44872985 	0.45 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.18 	0.05 	0.37 	2.93 	0.31 	0.17 	3.67 	1.46 	21.91 	14.01 	5.56 	2.27 	1.2 	0.6 	0.08 	0.01 	0.38 	10.3 m 	111.4 m
IOTX 	2022-03-31 10:12:45 	2022-03-31 10:13:54 	943.0 \ 943.0 	0.10601000 	0.10657000 	5.00037085 	5.44826570 	0.45 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.18 	0.05 	0.34 	2.92 	0.37 	0.17 	3.67 	1.46 	21.91 	14.01 	5.56 	2.27 	1.25 	0.59 	0.08 	0.01 	0.39 	10.3 m 	111.4 m
IOTX 	2022-03-31 10:12:45 	2022-03-31 10:13:54 	943.0 \ 943.0 	0.10601000 	0.10657000 	5.00037085 	5.44826570 	0.45 	9.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.19 	0.07 	0.36 	2.93 	0.25 	0.17 	3.67 	1.46 	21.91 	14.01 	5.56 	2.27 	1.25 	0.65 	0.08 	0.01 	0.4 	10.3 m 	111.4 m
ARPA 	2022-03-31 10:12:54 	2022-03-31 10:13:33 	1077.0 \ 1077.0 	0.09284000 	0.09338000 	5.00143377 	5.50279023 	0.5 	10.0% 	(strategy <d150s1 M+>) 	Sell Price 	0.15 	0.02 	0.32 	2.9 	0.29 	0.17 	4.81 	0.14 	9.53 	6.59 	4.96 	3.79 	1.51 	1.07 	0.08 	0 	14.09 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:12:56 	2022-03-31 10:13:33 	1079.0 \ 1079.0 	0.09269000 	0.09327000 	5.00262575 	5.54818545 	0.55 	10.9% 	(strategy <d120s1.2 M+>) 	Sell Price 	0.15 	0.02 	0.32 	2.89 	0.2 	0.17 	4.81 	0.14 	9.53 	6.59 	4.96 	3.79 	1.56 	1.34 	0.08 	0 	15.13 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:12:59 	2022-03-31 10:13:33 	1079.0 \ 1079.0 	0.09267000 	0.09325000 	5.00154632 	5.54712328 	0.55 	10.9% 	(strategy <d150s1.2 M+>) 	Sell Price 	0.14 	0.02 	0.32 	2.89 	0.19 	0.17 	4.81 	0.14 	9.53 	6.59 	4.96 	3.79 	1.56 	1.33 	0.08 	0 	15.12 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:13:01 	2022-03-31 10:13:32 	1080.0 \ 1080.0 	0.09263000 	0.09317000 	5.00402081 	5.50695524 	0.5 	10.1% 	(strategy <d180s1 M+>) 	Sell Price 	0.15 	0.03 	0.32 	2.89 	0.1 	0.17 	4.81 	0.14 	9.53 	6.59 	4.96 	3.79 	1.61 	1.38 	0.08 	0 	15.15 	4.9 m 	40.3 m
ARPA 	2022-03-31 10:13:03 	2022-03-31 10:13:32 	1080.0 \ 1080.0 	0.09261000 	0.09319000 	5.00294038 	5.54907481 	0.55 	10.9% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.17 	0.05 	0.32 	2.89 	0.13 	0.17 	4.81 	0.14 	9.53 	6.59 	4.96 	3.79 	1.61 	1.38 	0.07 	0 	15.68 	4.9 m 	40.3 m
SFP 	2022-03-31 10:04:10 	2022-03-31 10:12:00 	82.0 \ 82.0 	1.22620000 	1.22870000 	5.02943097 	5.15391028 	0.12 	2.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.2 	0.03 	0.27 	2.83 	0.17 	0.21 	2.35 	4.9 	53.92 	14.85 	7.66 	1.82 	1.51 	0.83 	0.06 	0 	1.07 	73.4 m 	498.1 m
SFP 	2022-03-31 10:04:12 	2022-03-31 10:10:44 	82.0 \ 82.0 	1.22540000 	1.22790000 	5.02614966 	5.15068145 	0.12 	2.5% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.2 	0.03 	0.27 	2.83 	0.23 	0.21 	2.35 	4.97 	53.92 	14.85 	7.66 	1.92 	1.59 	0.91 	0.05 	0 	1.27 	73.4 m 	498.1 m
BAKE 	2022-03-31 10:06:37 	2022-03-31 10:09:55 	102.0 \ 102.0 	0.97790000 	0.98110000 	4.98928492 	5.23575775 	0.25 	4.9% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.21 	0.05 	0.31 	2.85 	0.56 	0.16 	15.36 	0.14 	27.03 	15.63 	15.52 	4.46 	2.36 	1.28 	0.03 	0 	11.07 	23.0 m 	167.6 m
BAKE 	2022-03-31 10:06:40 	2022-03-31 10:09:49 	102.0 \ 102.0 	0.97610000 	0.98020000 	4.98010124 	5.31848424 	0.34 	6.8% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.22 	0.05 	0.31 	2.85 	0.31 	0.16 	15.36 	0.14 	27.03 	15.63 	15.52 	4.46 	2.36 	1.48 	0.03 	0 	11.4 	23.0 m 	167.6 m
BAKE 	2022-03-31 10:07:55 	2022-03-31 10:09:49 	103.0 \ 103.0 	0.97440000 	0.97910000 	5.02016726 	5.42378310 	0.4 	8.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.21 	0.05 	0.33 	2.86 	1.23 	0.15 	15.27 	0.22 	27.03 	15.63 	15.52 	3.86 	1.91 	0.77 	0.03 	0 	8.58 	23.0 m 	167.6 m
BAKE 	2022-03-31 10:09:06 	2022-03-31 10:09:49 	103.0 \ 103.0 	0.97460000 	0.98030000 	5.02119768 	5.52775583 	0.51 	10.1% 	(strategy <d180s1 M+>) 	Sell Price 	0.19 	0.03 	0.31 	2.86 	0.62 	0.15 	15.3 	0.19 	27.03 	15.63 	15.52 	3.86 	1.91 	0.66 	0.02 	0 	4.88 	23.0 m 	167.6 m
STMX 	2022-03-31 10:01:31 	2022-03-31 10:09:44 	4144.0 \ 4144.0 	0.02413000 	0.02390000 	5.00173589 	3.96900140 	-1.03 	-20.6% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02390 BidEMA: 0.02390 LastPrice = 0.02391 BuyPrice = 0.02413 (strategy <d120s1 M+>); StopLoss fixed: 0.02394 AllowedDrop: BUY -14.0% s 	0.2 	0.02 	0.32 	2.81 	0.71 	0.19 	2.33 	1.61 	26.23 	5.86 	4.2 	1.87 	1.87 	0.5 	0.19 	0 	0.81 	6.9 m 	101.8 m
STMX 	2022-03-31 10:01:33 	2022-03-31 10:09:44 	4144.0 \ 4144.0 	0.02413000 	0.02390000 	5.00173589 	3.96900140 	-1.03 	-20.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02390 BidEMA: 0.02390 LastPrice = 0.02391 BuyPrice = 0.02413 (strategy <d150s1 M+>); StopLoss fixed: 0.02394 AllowedDrop: BUY -14.0% s 	0.21 	0.03 	0.34 	2.82 	0.7 	0.2 	2.33 	1.61 	26.23 	5.86 	4.2 	1.87 	1.87 	0.5 	0.2 	0 	0.78 	6.9 m 	101.8 m
IMX 	2022-03-31 10:08:37 	2022-03-31 10:09:40 	36.0 \ 36.0 	2.77060000 	2.78530000 	4.98907483 	5.43826990 	0.45 	9.0% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.2 	0.04 	0.34 	2.87 	0.26 	0.15 	6.23 	0.11 	10.07 	6.96 	6.35 	2.46 	1.17 	0.5 	0.02 	0 	2.16 	10.9 m 	76.4 m
IMX 	2022-03-31 10:08:37 	2022-03-31 10:09:40 	36.0 \ 36.0 	2.77060000 	2.78530000 	4.98907483 	5.43826990 	0.45 	9.0% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.2 	0.04 	0.34 	2.87 	0.2 	0.15 	6.23 	0.11 	10.07 	6.96 	6.35 	2.46 	1.16 	0.5 	0.02 	0 	2.16 	10.9 m 	76.4 m
STMX 	2022-03-31 10:00:58 	2022-03-31 10:09:38 	4139.0 \ 4139.0 	0.02416000 	0.02395000 	5.00191196 	4.05307108 	-0.95 	-19.0% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.02395 BidEMA: 0.02395 LastPrice = 0.02396 BuyPrice = 0.02416 (strategy <d180s1 M+>); StopLoss fixed: 0.02397 AllowedDrop: BUY -14.0% s 	0.09 	-0.09 	0.23 	2.64 	0.65 	0.11 	2.59 	1.36 	26.23 	5.86 	4.2 	1.99 	1.87 	0.87 	0.08 	0 	0.84 	6.9 m 	101.8 m
SFP 	2022-03-31 10:05:48 	2022-03-31 10:09:36 	82.0 \ 82.0 	1.22280000 	1.22750000 	5.01548539 	5.32051558 	0.31 	6.1% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.21 	0.05 	0.28 	2.8 	0.64 	0.21 	3.83 	3.92 	53.92 	14.85 	8.07 	2.23 	1.96 	0.55 	0.03 	0 	0.63 	57.8 m 	498.1 m
SFP 	2022-03-31 10:04:19 	2022-03-31 10:09:17 	82.0 \ 82.0 	1.22220000 	1.22630000 	5.01302441 	5.26891364 	0.26 	5.1% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.19 	0.02 	0.25 	2.79 	0.15 	0.21 	2.94 	4.7 	53.92 	14.85 	7.99 	2.16 	1.93 	1.25 	0.05 	0 	1.49 	73.4 m 	498.1 m
SFP 	2022-03-31 10:05:53 	2022-03-31 10:09:17 	41.0 \ 41.0 	1.22170000 	1.22630000 	2.50548679 	2.65393961 	0.15 	5.9% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.21 	0.04 	0.28 	2.8 	1.47 	0.21 	3.53 	4.2 	53.92 	14.85 	8.07 	2.23 	1.96 	0.89 	0.04 	0 	0.56 	57.8 m 	498.1 m
SFP 	2022-03-31 10:04:15 	2022-03-31 10:09:14 	41.0 \ 41.0 	1.22220000 	1.22530000 	2.50651220 	2.59347322 	0.09 	3.5% 	(strategy <d120s1.5 M+>) 	Auto Price Down 	0.2 	0.03 	0.26 	2.81 	0.13 	0.21 	2.94 	4.69 	53.92 	14.85 	7.66 	2.16 	1.81 	1.12 	0.05 	0 	1.31 	73.4 m 	498.1 m
SFP 	2022-03-31 10:04:22 	2022-03-31 10:09:14 	41.0 \ 41.0 	1.22220000 	1.22530000 	2.50651220 	2.59347322 	0.09 	3.5% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	0.19 	0.02 	0.25 	2.79 	0.24 	0.21 	2.94 	4.7 	53.92 	14.85 	7.99 	2.16 	1.93 	1.25 	0.05 	0 	1.55 	73.4 m 	498.1 m
SFP 	2022-03-31 10:04:30 	2022-03-31 10:09:03 	82.0 \ 82.0 	1.22220000 	1.22460000 	5.01302441 	5.12956940 	0.12 	2.3% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.19 	0.02 	0.25 	2.79 	0.44 	0.21 	2.94 	4.7 	53.92 	14.85 	7.99 	2.16 	1.93 	1.25 	0.05 	0 	1.54 	73.4 m 	498.1 m
SFP 	2022-03-31 10:04:17 	2022-03-31 10:08:54 	82.0 \ 82.0 	1.22220000 	1.22460000 	5.01302441 	5.12956940 	0.12 	2.3% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.19 	0.02 	0.26 	2.81 	0.27 	0.21 	2.94 	4.69 	53.92 	14.85 	7.66 	2.16 	1.83 	1.15 	0.05 	0 	1.41 	73.4 m 	498.1 m
BAKE 	2022-03-31 10:07:56 	2022-03-31 10:08:27 	103.0 \ 103.0 	0.97320000 	0.97930000 	5.01398479 	5.56184182 	0.55 	10.9% 	(strategy <d180s1.2 M+>) 	Sell Price 	0.21 	0.05 	0.34 	2.85 	2.42 	0.15 	15.27 	0.22 	27.03 	15.63 	15.52 	3.86 	1.91 	0.82 	0.03 	0 	8.8 	23.0 m 	167.6 m
STMX 	2022-03-31 10:01:55 	2022-03-31 10:08:24 	4153.0 \ 4153.0 	0.02408000 	0.02414000 	5.00221208 	5.17128905 	0.17 	3.4% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.14 	-0.04 	0.27 	2.81 	0.21 	0.2 	2.83 	1.13 	26.23 	5.86 	4.2 	2.02 	2.04 	0.66 	0.13 	0 	0.56 	6.9 m 	101.8 m
STMX 	2022-03-31 10:02:30 	2022-03-31 10:07:38 	2082.0 \ 2082.0 	0.02402000 	0.02408000 	2.50148219 	2.58634453 	0.08 	3.4% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.15 	-0.03 	0.26 	2.77 	0.26 	0.2 	3.54 	0.44 	26.23 	5.86 	4.2 	2.23 	2.42 	0.71 	0.07 	0 	0.81 	6.9 m 	101.8 m
STMX 	2022-03-31 10:02:50 	2022-03-31 10:07:38 	4167.0 \ 4167.0 	0.02400000 	0.02409000 	5.00240016 	5.29727378 	0.29 	5.9% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.17 	-0.01 	0.29 	2.81 	0.35 	0.2 	3.48 	0.51 	26.23 	5.86 	4.2 	2.31 	2.42 	0.63 	0.05 	0 	0.86 	6.9 m 	101.8 m
RVN 	2022-03-31 09:59:04 	2022-03-31 10:05:50 	1333.0 \ 1333.0 	0.07504000 	0.07519000 	5.00341657 	5.12326396 	0.12 	2.4% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.12 	-0.07 	0.28 	2.8 	1.53 	0.06 	4.47 	0.02 	9.9 	6.63 	4.34 	1.51 	1.31 	0.55 	0.02 	0 	5.74 	8.4 m 	33.1 m
BAKE 	2022-03-31 10:04:13 	2022-03-31 10:05:16 	102.0 \ 102.0 	0.97730000 	0.98250000 	4.98622369 	5.43666388 	0.45 	9.0% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.21 	0.03 	0.3 	2.84 	0.91 	0.21 	15.37 	0.2 	27.03 	15.63 	15.6 	4.65 	3.79 	1.17 	0.06 	0 	16.58 	23.0 m 	167.6 m
BAKE 	2022-03-31 10:04:14 	2022-03-31 10:05:07 	102.0 \ 102.0 	0.97610000 	0.98180000 	4.98010124 	5.48161896 	0.5 	10.1% 	(strategy <d150s1 M+>) 	Sell Price 	0.2 	0.03 	0.26 	2.81 	0.45 	0.21 	15.58 	0.02 	27.03 	15.63 	15.6 	4.65 	3.79 	1.33 	0.05 	0 	17.56 	23.0 m 	167.6 m
BAKE 	2022-03-31 10:04:17 	2022-03-31 10:05:07 	102.0 \ 102.0 	0.97600000 	0.98170000 	4.97959104 	5.48111691 	0.5 	10.1% 	(strategy <d180s1 M+>) 	Sell Price 	0.19 	0.02 	0.26 	2.81 	0.52 	0.21 	15.58 	0.02 	27.03 	15.63 	15.6 	4.65 	3.79 	1.27 	0.05 	0 	16.73 	23.0 m 	167.6 m
RUNE 	2022-03-31 09:57:50 	2022-03-31 10:04:17 	8.0 \ 8.0 	12.81700000 	12.84300000 	5.12885072 	5.25473875 	0.13 	2.5% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.14 	-0.07 	0.35 	2.83 	0.16 	0.06 	2.15 	1.72 	12.2 	10.88 	4.09 	1.59 	1.42 	0.91 	0.02 	0 	0.85 	35.7 m 	375.4 m
IOTX 	2022-03-31 09:54:57 	2022-03-31 10:03:38 	930.0 \ 930.0 	0.10758000 	0.10613000 	5.00447099 	3.57647090 	-1.43 	-28.5% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1062 BidEMA: 0.1062 LastPrice = 0.1062 BuyPrice = 0.1076 (strategy <d120s1.2 M+>); StopLoss fixed: 0.1063 AllowedDrop: BUY -15.0% spre 	0.13 	-0.06 	0.39 	2.85 	0.48 	0.11 	2.91 	2.18 	21.91 	14.01 	5.56 	2.86 	2.66 	1.27 	0.03 	0 	0.91 	10.6 m 	110.7 m
IOTX 	2022-03-31 09:55:02 	2022-03-31 10:03:38 	930.0 \ 930.0 	0.10758000 	0.10613000 	5.00447099 	3.57647090 	-1.43 	-28.5% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1062 BidEMA: 0.1062 LastPrice = 0.1062 BuyPrice = 0.1076 (strategy <d180s1.2 M+>); StopLoss fixed: 0.1063 AllowedDrop: BUY -15.0% spre 	0.13 	-0.06 	0.38 	2.85 	0.66 	0.11 	2.91 	2.18 	21.91 	14.01 	5.56 	2.86 	2.58 	1.22 	0.03 	0 	0.93 	10.6 m 	110.7 m
IOTX 	2022-03-31 09:55:02 	2022-03-31 10:03:38 	930.0 \ 930.0 	0.10758000 	0.10613000 	5.00447099 	3.57647090 	-1.43 	-28.5% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1062 BidEMA: 0.1062 LastPrice = 0.1062 BuyPrice = 0.1076 (strategy <d150s1.2 M+>); StopLoss fixed: 0.1063 AllowedDrop: BUY -15.0% spre 	0.13 	-0.06 	0.38 	2.85 	0.66 	0.11 	2.91 	2.18 	21.91 	14.01 	5.56 	2.86 	2.59 	1.27 	0.03 	0 	0.93 	10.6 m 	110.7 m
IOTX 	2022-03-31 09:58:46 	2022-03-31 10:03:33 	466.0 \ 466.0 	0.10735000 	0.10629000 	2.50225550 	1.96847302 	-0.53 	-21.3% 	(strategy <d120s1.5 M+>) 	StopLoss AutoActivated on price drop: BID = 0.1063 BidEMA: 0.1063 LastPrice = 0.1063 BuyPrice = 0.1074 (strategy <d120s1.5 M+>); StopLoss fixed: 0.1064 AllowedDrop: BUY -14.0% spre 	0.12 	-0.07 	0.35 	2.82 	0.49 	0.11 	3.19 	1.91 	21.91 	14.01 	5.56 	2.86 	2.38 	0.61 	0.02 	0 	0.37 	10.6 m 	110.7 m
RUNE 	2022-03-31 09:58:09 	2022-03-31 10:03:29 	8.0 \ 8.0 	12.79200000 	12.81800000 	5.11884672 	5.24489475 	0.13 	2.5% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.14 	-0.06 	0.37 	2.85 	0.61 	0.06 	2.02 	1.84 	12.2 	10.88 	4.09 	1.56 	1.51 	0.95 	0.02 	0.01 	0.99 	35.7 m 	375.4 m
IOST 	2022-03-31 09:58:00 	2022-03-31 10:03:22 	2030.0 \ 2030.0 	0.04926600 	0.04870600 	5.00249920 	3.78614597 	-1.22 	-24.3% 	(strategy <d120s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04874 BidEMA: 0.04874 LastPrice = 0.04875 BuyPrice = 0.04927 (strategy <d120s1.2 M+>); StopLoss fixed: 0.04887 AllowedDrop: BUY -14.0% 	0.14 	-0.07 	0.37 	2.84 	0.33 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.32 	1.02 	0.01 	0 	0.37 	104.2 m 	833.3 m
IOST 	2022-03-31 09:58:02 	2022-03-31 10:03:22 	2030.0 \ 2030.0 	0.04926600 	0.04870600 	5.00249920 	3.78614597 	-1.22 	-24.3% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04874 BidEMA: 0.04874 LastPrice = 0.04875 BuyPrice = 0.04927 (strategy <d150s1.2 M+>); StopLoss fixed: 0.04887 AllowedDrop: BUY -14.0% 	0.14 	-0.07 	0.37 	2.84 	0.49 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.33 	1.01 	0.01 	0 	0.38 	104.2 m 	833.3 m
IOST 	2022-03-31 09:58:05 	2022-03-31 10:03:22 	2030.0 \ 2030.0 	0.04925700 	0.04870600 	5.00158533 	3.80350941 	-1.2 	-24.0% 	(strategy <d180s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04874 BidEMA: 0.04874 LastPrice = 0.04875 BuyPrice = 0.04926 (strategy <d180s1.2 M+>); StopLoss fixed: 0.04886 AllowedDrop: BUY -14.0% 	0.14 	-0.07 	0.37 	2.84 	0.91 	0.06 	9.44 	0.78 	58.1 	13.34 	10.49 	1.79 	1.36 	1.01 	0.01 	0 	0.4 	104.2 m 	833.3 m
IOST 	2022-03-31 09:57:54 	2022-03-31 10:02:19 	2027.0 \ 2027.0 	0.04932900 	0.04868600 	5.00149395 	3.61866242 	-1.38 	-27.6% 	(strategy <d150s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04869 BidEMA: 0.04869 LastPrice = 0.04870 BuyPrice = 0.04933 (strategy <d150s1 M+>); StopLoss fixed: 0.04874 AllowedDrop: BUY -15.0% s 	0.14 	-0.07 	0.35 	2.83 	0.48 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.16 	0.96 	0.01 	0 	0.28 	104.2 m 	833.3 m
IOST 	2022-03-31 09:57:56 	2022-03-31 10:02:19 	2027.0 \ 2027.0 	0.04932900 	0.04868600 	5.00149395 	3.61866242 	-1.38 	-27.6% 	(strategy <d180s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04869 BidEMA: 0.04869 LastPrice = 0.04870 BuyPrice = 0.04933 (strategy <d180s1 M+>); StopLoss fixed: 0.04874 AllowedDrop: BUY -15.0% s 	0.14 	-0.07 	0.35 	2.83 	0.59 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.19 	0.94 	0.01 	0 	0.3 	104.2 m 	833.3 m
IOST 	2022-03-31 09:57:52 	2022-03-31 10:02:17 	2026.0 \ 2026.0 	0.04935600 	0.04862400 	5.00176270 	3.43932774 	-1.56 	-31.2% 	(strategy <d120s1 M+>) 	StopLoss AutoActivated on price drop: BID = 0.04862 BidEMA: 0.04862 LastPrice = 0.04864 BuyPrice = 0.04936 (strategy <d120s1 M+>); StopLoss fixed: 0.04876 AllowedDrop: BUY -15.0% s 	0.14 	-0.07 	0.35 	2.83 	0.5 	0.06 	9.34 	0.87 	58.1 	13.34 	10.49 	1.79 	1.16 	0.96 	0.01 	0 	0.26 	104.2 m 	833.3 m
RVN 	2022-03-31 09:59:12 	2022-03-31 10:01:38 	1336.0 \ 1336.0 	0.07486000 	0.07521000 	5.00264826 	5.39005088 	0.39 	7.7% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.12 	-0.07 	0.26 	2.79 	1.28 	0.06 	4.47 	0.02 	9.9 	6.63 	4.34 	1.55 	1.55 	0.78 	0.02 	0 	7 	8.4 m 	33.1 m
SFP 	2022-03-31 09:59:41 	2022-03-31 10:01:15 	81.0 \ 81.0 	1.23580000 	1.24180000 	5.00699200 	5.41271779 	0.41 	8.1% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.1 	-0.08 	0.26 	2.75 	0.38 	0.06 	8.25 	0.14 	53.92 	14.85 	13.52 	2.44 	1.19 	1.19 	0.03 	0 	1.08 	73.9 m 	494.1 m
SFP 	2022-03-31 09:59:38 	2022-03-31 10:01:14 	81.0 \ 81.0 	1.23610000 	1.24210000 	5.00820748 	5.41391383 	0.41 	8.1% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.1 	-0.08 	0.26 	2.75 	0.32 	0.06 	8.25 	0.14 	53.92 	14.85 	13.52 	2.44 	1.19 	1.19 	0.03 	0 	1.1 	73.9 m 	494.1 m
