Coin 	BuyDate 	CloseDate 	Quantity 	BuyPrice 	SellPrice 	Spent USDT 	Gained USDT 	ProfitUSDT 	Profit 	ChannelName 	SellReason 	dBTC 	d24BTC 	dMarket 	dM24 	bvsv 	dBTC5m 	Pump1H 	Dump1H 	d24h 	d3h 	d1h 	d15m 	d5m 	d1m 	dBTC1m 	PriceBug 	Vd1m 	H. Vol 	D. Vol
WOO 	2022-04-09 17:24:59 	2022-04-09 17:26:10 	199.0 \ 199.0 	0.50225000 	0.50496000 	4.99938645 	5.45850257 	0.46 	9.2% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.12 	-0.59 	-0.62 	-0.85 	0.33 	0.1 	1.33 	1.06 	17.71 	6.84 	3.48 	2.03 	1.96 	1.49 	0.07 	0 	2.87 	4.7 m 	85.8 m
WOO 	2022-04-09 17:24:55 	2022-04-09 17:26:08 	199.0 \ 199.0 	0.50225000 	0.50491000 	4.99938645 	5.44855655 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.12 	-0.59 	-0.62 	-0.85 	0.21 	0.1 	1.33 	1.06 	17.71 	6.84 	3.48 	2.03 	1.97 	1.49 	0.07 	0 	2.78 	4.7 m 	85.8 m
ENJ 	2022-04-09 17:24:44 	2022-04-09 17:26:03 	56.0 \ 56.0 	1.77240000 	1.78180000 	4.96470509 	5.41149104 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.12 	-0.59 	-0.59 	-0.83 	0.42 	0.1 	1.92 	0.77 	12.01 	4.46 	2.72 	1.66 	1.44 	0.93 	0.07 	0 	2.57 	25.3 m 	274.7 m
ENJ 	2022-04-09 17:24:44 	2022-04-09 17:26:02 	56.0 \ 56.0 	1.77140000 	1.78080000 	4.96190397 	5.40873472 	0.45 	9.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.12 	-0.58 	-0.6 	-0.83 	0.54 	0.1 	1.92 	0.8 	12.01 	4.46 	2.72 	1.69 	1.44 	0.91 	0.07 	0 	2.61 	25.3 m 	274.7 m
APE 	2022-04-09 17:23:44 	2022-04-09 17:23:54 	9.0 \ 9.0 	10.71800000 	10.78000000 	4.82502924 	5.30563647 	0.48 	10.0% 	(strategy <d120s1 M->) 	Sell Price 	-0.09 	-0.55 	-0.53 	-0.76 	0.22 	0.12 	0.57 	1.55 	7.77 	1.96 	1.96 	1.96 	1.93 	1.53 	0.03 	0.01 	15.95 	4.9 m 	193.4 m
OGN 	2022-04-09 17:16:38 	2022-04-09 17:21:15 	185.0 \ 185.0 	0.54050000 	0.54180000 	5.00162485 	5.16203468 	0.16 	3.2% 	(strategy <d180s1 M->) 	Auto Price Down 	0.02 	-0.46 	-0.11 	-0.17 	0.22 	0.1 	1.38 	3.34 	23.88 	18.72 	4.79 	1.54 	1.46 	0.89 	0.05 	0 	0.45 	39.7 m 	195.5 m
GMT 	2022-04-09 17:18:36 	2022-04-09 17:20:10 	46.0 \ 46.0 	2.15326000 	2.16467000 	4.95447900 	5.39988912 	0.45 	9.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.05 	-0.53 	-0.41 	-0.56 	0.49 	0.12 	0.7 	1.22 	11.34 	8.15 	2.2 	1.41 	1.27 	0.62 	0.04 	0 	0.92 	97.3 m 	2387.7 m
WOO 	2022-04-09 17:07:55 	2022-04-09 17:09:52 	197.0 \ 197.0 	0.50679000 	0.50923000 	4.99387825 	5.39449591 	0.4 	8.0% 	(strategy <d180s1 M->) 	Auto Price Down 	0 	-0.47 	-0.11 	-0.17 	0.27 	0.09 	0.03 	4.5 	17.71 	6.84 	4.95 	1.46 	1.13 	0.65 	0.02 	0 	1.23 	5.4 m 	86.4 m
OGN 	2022-04-09 17:05:51 	2022-04-09 17:07:52 	184.0 \ 184.0 	0.54310000 	0.54530000 	4.99851861 	5.32321240 	0.32 	6.5% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.08 	-0.4 	0.07 	0.07 	0.5 	0.08 	0.45 	3.93 	23.88 	18.72 	4.5 	1.46 	1.2 	0.57 	0.03 	0 	0.49 	39.7 m 	195.5 m
AVAX 	2022-04-09 16:22:15 	2022-04-09 17:00:27 	2.0 \ 2.0 	83.00000000 	83.17000000 	8.30332000 	8.51038405 	0.21 	2.5% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.18 	-0.6 	-0.68 	-0.06 	0.78 	0.26 	0.44 	1.24 	9.62 	1.54 	1.4 	1.4 	1.21 	1.18 	0.11 	0.01 	15.64 	9.3 m 	647.0 m
OGN 	2022-04-09 16:49:31 	2022-04-09 16:58:29 	91.0 \ 91.0 	0.55070000 	0.54520000 	2.50668727 	1.96629653 	-0.54 	-21.6% 	(strategy <d120s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.5452 BidEMA: 0.5452 LastPrice = 0.5453 BuyPrice = 0.5507 (strategy <d120s1.5 M->); StopLoss fixed: 0.5457 AllowedDrop: BUY -14.0% spre 	-0.13 	-0.61 	-0.76 	-0.58 	0.33 	0.16 	0.48 	3.11 	23.88 	19.13 	3.72 	2.35 	2.13 	1.54 	0.03 	0.02 	1.82 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:32 	2022-04-09 16:58:29 	91.0 \ 91.0 	0.55070000 	0.54520000 	2.50668727 	1.96629653 	-0.54 	-21.6% 	(strategy <d150s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.5452 BidEMA: 0.5452 LastPrice = 0.5453 BuyPrice = 0.5507 (strategy <d150s1.5 M->); StopLoss fixed: 0.5457 AllowedDrop: BUY -14.0% spre 	-0.08 	-0.56 	-0.66 	-0.56 	0.76 	0.16 	0.68 	2.91 	23.88 	19.13 	3.72 	2.48 	2.16 	1.56 	0.06 	0.01 	1.86 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:35 	2022-04-09 16:58:29 	91.0 \ 91.0 	0.55070000 	0.54520000 	2.50668727 	1.96629653 	-0.54 	-21.6% 	(strategy <d180s1.5 M->) 	StopLoss AutoActivated on price drop: BID = 0.5452 BidEMA: 0.5452 LastPrice = 0.5453 BuyPrice = 0.5507 (strategy <d180s1.5 M->); StopLoss fixed: 0.5457 AllowedDrop: BUY -14.0% spre 	-0.08 	-0.56 	-0.62 	-0.51 	0.49 	0.16 	0.68 	2.91 	23.88 	19.13 	3.72 	2.48 	2.17 	1.56 	0.06 	0.01 	1.88 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:15 	2022-04-09 16:58:03 	182.0 \ 182.0 	0.55070000 	0.54570000 	5.01337455 	4.02355666 	-0.99 	-19.7% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.5457 BidEMA: 0.5457 LastPrice = 0.5458 BuyPrice = 0.5507 (strategy <d120s1.2 M->); StopLoss fixed: 0.5463 AllowedDrop: BUY -14.0% spre 	-0.13 	-0.61 	-0.76 	-0.58 	0.18 	0.16 	0.48 	3.11 	23.88 	19.13 	3.72 	2.5 	2.13 	1.54 	0.04 	0.02 	1.38 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:31 	2022-04-09 16:58:03 	182.0 \ 182.0 	0.55070000 	0.54570000 	5.01337455 	4.02355666 	-0.99 	-19.7% 	(strategy <d150s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.5457 BidEMA: 0.5457 LastPrice = 0.5458 BuyPrice = 0.5507 (strategy <d150s1.2 M->); StopLoss fixed: 0.5463 AllowedDrop: BUY -14.0% spre 	-0.13 	-0.61 	-0.76 	-0.58 	0.79 	0.16 	0.48 	3.11 	23.88 	19.13 	3.72 	2.35 	2.16 	1.58 	0.03 	0.02 	1.82 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:31 	2022-04-09 16:58:03 	182.0 \ 182.0 	0.55070000 	0.54570000 	5.01337455 	4.02355666 	-0.99 	-19.7% 	(strategy <d180s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 0.5457 BidEMA: 0.5457 LastPrice = 0.5458 BuyPrice = 0.5507 (strategy <d180s1.2 M->); StopLoss fixed: 0.5463 AllowedDrop: BUY -14.0% spre 	-0.08 	-0.56 	-0.76 	-0.59 	0.72 	0.16 	0.48 	3.11 	23.88 	19.13 	3.72 	2.35 	2.16 	1.56 	0.05 	0.02 	1.82 	38.3 m 	177.8 m
OGN 	2022-04-09 16:49:13 	2022-04-09 16:54:48 	181.0 \ 181.0 	0.55300000 	0.54820000 	5.00665186 	4.05812501 	-0.95 	-18.9% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.5482 BidEMA: 0.5482 LastPrice = 0.5483 BuyPrice = 0.5530 (strategy <d120s1 M->); StopLoss fixed: 0.5486 AllowedDrop: BUY -14.0% spread 	-0.13 	-0.61 	-0.75 	-0.58 	0.67 	0.16 	0.48 	2.74 	23.88 	19.13 	3.72 	2.09 	1.74 	1.16 	0.05 	0.02 	1.13 	38.3 m 	177.8 m
OGN 	2022-04-09 16:52:03 	2022-04-09 16:53:38 	183.0 \ 183.0 	0.54760000 	0.55050000 	5.01254422 	5.46286333 	0.45 	9.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.05 	-0.53 	-0.55 	-0.43 	1.44 	0.15 	0.63 	3.67 	23.88 	18.94 	4.45 	3.23 	2.79 	1.34 	0.02 	0 	0.67 	37.3 m 	186.3 m
OGN 	2022-04-09 16:50:42 	2022-04-09 16:53:23 	183.0 \ 183.0 	0.54660000 	0.54930000 	5.00339056 	5.41727071 	0.41 	8.3% 	(strategy <d120s2 M->) 	Auto Price Down 	-0.05 	-0.53 	-0.55 	-0.42 	0.31 	0.16 	0.41 	3.87 	23.88 	18.94 	4 	3.25 	3.04 	1.63 	0.04 	0 	1.84 	37.3 m 	186.3 m
GMT 	2022-04-09 16:51:00 	2022-04-09 16:52:00 	46.0 \ 46.0 	2.15651000 	2.16835000 	4.96195699 	5.42701960 	0.47 	9.4% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.06 	-0.54 	-0.56 	-0.42 	0.97 	0.16 	0.3 	3.25 	11.34 	7.69 	3.47 	1.53 	1.75 	1.29 	0.02 	0 	1.14 	117.0 m 	2395.5 m
CHZ 	2022-04-09 16:35:02 	2022-04-09 16:51:54 	414.0 \ 414.0 	0.24171000 	0.24219000 	5.00539836 	5.12398455 	0.12 	2.4% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.1 	-0.55 	-0.7 	-0.3 	0.62 	0.07 	1.62 	0.78 	8.76 	4.6 	2.54 	2.12 	1.61 	0.94 	0.03 	0 	2.57 	10.2 m 	81.7 m
CHZ 	2022-04-09 16:35:05 	2022-04-09 16:51:54 	414.0 \ 414.0 	0.24172000 	0.24220000 	5.00560544 	5.12418832 	0.12 	2.4% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.14 	-0.59 	-0.81 	-0.35 	0.52 	0.1 	1.79 	0.62 	8.76 	4.6 	2.54 	2.06 	1.57 	0.59 	0.05 	0 	2.44 	10.2 m 	81.7 m
OGN 	2022-04-09 16:49:11 	2022-04-09 16:50:49 	180.0 \ 180.0 	0.55420000 	0.54670000 	4.98979512 	3.56053035 	-1.43 	-28.6% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.5467 BidEMA: 0.5467 LastPrice = 0.5468 BuyPrice = 0.5542 (strategy <d150s1 M->); StopLoss fixed: 0.5475 AllowedDrop: BUY -15.0% spread 	-0.13 	-0.6 	-0.75 	-0.58 	0.86 	0.16 	0.48 	2.49 	23.88 	19.13 	3.72 	1.83 	1.48 	0.91 	0.07 	0.02 	0.99 	38.3 m 	177.8 m
OGN 	2022-04-09 16:48:58 	2022-04-09 16:50:43 	180.0 \ 180.0 	0.55550000 	0.54650000 	5.00149980 	3.30215583 	-1.7 	-34.0% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.5465 BidEMA: 0.5465 LastPrice = 0.5466 BuyPrice = 0.5555 (strategy <d180s1 M->); StopLoss fixed: 0.5488 AllowedDrop: BUY -15.0% spread 	-0.11 	-0.59 	-0.73 	-0.57 	0.32 	0.16 	0.69 	2.07 	23.88 	19.13 	3.72 	1.63 	1.37 	0.92 	0.06 	0.02 	0.72 	38.3 m 	177.8 m
COTI 	2022-04-09 16:40:26 	2022-04-09 16:48:37 	336.0 \ 336.0 	0.29785000 	0.29521000 	5.00588155 	4.03913432 	-0.97 	-19.3% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.2954 BidEMA: 0.2954 LastPrice = 0.2954 BuyPrice = 0.2979 (strategy <d150s1 M->); StopLoss fixed: 0.2955 AllowedDrop: BUY -14.0% spread 	-0.17 	-0.63 	-0.8 	-0.44 	0.87 	0.17 	2.07 	0.94 	13.47 	5.44 	3.09 	2.6 	1.2 	0.69 	0.09 	0 	1.94 	4.9 m 	78.7 m
COTI 	2022-04-09 16:40:24 	2022-04-09 16:48:19 	335.0 \ 335.0 	0.29808000 	0.29558000 	4.99483714 	4.07778673 	-0.92 	-18.4% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.2956 BidEMA: 0.2956 LastPrice = 0.2956 BuyPrice = 0.2981 (strategy <d180s1 M->); StopLoss fixed: 0.2957 AllowedDrop: BUY -14.0% spread 	-0.18 	-0.64 	-0.77 	-0.4 	0.96 	0.17 	2.07 	0.94 	13.47 	5.44 	3.09 	2.6 	1.21 	0.6 	0.09 	0 	1.85 	4.9 m 	78.7 m
AVAX 	2022-04-09 16:42:57 	2022-04-09 16:45:41 	2.0 \ 2.0 	82.53000000 	82.89000000 	8.25630120 	8.84396525 	0.59 	7.1% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.15 	-0.59 	-0.74 	-0.29 	1.65 	0.22 	0.33 	2.48 	9.62 	2.89 	2.89 	2.53 	2.28 	0.49 	0.1 	0 	2.92 	9.3 m 	647.0 m
WAVES 	2022-04-09 16:21:47 	2022-04-09 16:43:18 	4.0 \ 4.0 	25.07000000 	24.83000000 	5.01600560 	3.97616563 	-1.04 	-20.7% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 24.830 BidEMA: 24.830 LastPrice = 24.831 BuyPrice = 25.070 (strategy <d120s1 M->); StopLoss fixed: 24.869 AllowedDrop: BUY -14.0% spread 	-0.2 	-0.63 	-0.79 	-0.2 	0.48 	0.25 	0.5 	2.21 	13.27 	2.94 	2.05 	1.93 	1.68 	1.46 	0.08 	0 	9.6 	13.7 m 	533.6 m
WAVES 	2022-04-09 16:21:49 	2022-04-09 16:43:18 	4.0 \ 4.0 	25.06200000 	24.83000000 	5.01440496 	4.00657779 	-1.01 	-20.1% 	(strategy <d120s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 24.830 BidEMA: 24.830 LastPrice = 24.831 BuyPrice = 25.062 (strategy <d120s1.2 M->); StopLoss fixed: 24.862 AllowedDrop: BUY -14.0% spre 	-0.21 	-0.64 	-0.85 	-0.23 	0.7 	0.25 	0.5 	2.21 	13.27 	2.94 	2.81 	1.98 	1.68 	1.46 	0.08 	0 	10.87 	13.7 m 	533.6 m
WAVES 	2022-04-09 16:21:51 	2022-04-09 16:43:18 	4.0 \ 4.0 	25.06200000 	24.83000000 	5.01440496 	4.00657779 	-1.01 	-20.1% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 24.830 BidEMA: 24.830 LastPrice = 24.831 BuyPrice = 25.062 (strategy <d150s1 M->); StopLoss fixed: 24.862 AllowedDrop: BUY -14.0% spread 	-0.19 	-0.62 	-0.85 	-0.23 	0.62 	0.25 	0.5 	2.21 	13.27 	2.94 	2.81 	1.98 	1.68 	1.46 	0.08 	0 	11.44 	13.7 m 	533.6 m
WAVES 	2022-04-09 16:21:53 	2022-04-09 16:43:18 	4.0 \ 4.0 	25.06200000 	24.83000000 	5.01440496 	4.00657779 	-1.01 	-20.1% 	(strategy <d150s1.2 M->) 	StopLoss AutoActivated on price drop: BID = 24.830 BidEMA: 24.830 LastPrice = 24.831 BuyPrice = 25.062 (strategy <d150s1.2 M->); StopLoss fixed: 24.862 AllowedDrop: BUY -14.0% spre 	-0.19 	-0.62 	-0.85 	-0.23 	0.86 	0.24 	0.5 	2.21 	13.27 	2.94 	2.81 	1.98 	1.68 	1.46 	0.08 	0 	12.46 	13.7 m 	533.6 m
WAVES 	2022-04-09 16:22:17 	2022-04-09 16:43:18 	4.0 \ 4.0 	25.06200000 	24.83000000 	5.01440496 	4.00657779 	-1.01 	-20.1% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 24.830 BidEMA: 24.830 LastPrice = 24.831 BuyPrice = 25.062 (strategy <d180s1 M->); StopLoss fixed: 24.862 AllowedDrop: BUY -14.0% spread 	-0.2 	-0.63 	-0.82 	-0.26 	0.82 	0.24 	0.52 	2.21 	13.27 	2.94 	2.81 	1.98 	1.68 	1.46 	0.08 	0 	15.04 	13.7 m 	533.6 m
CHZ 	2022-04-09 16:33:38 	2022-04-09 16:40:17 	411.0 \ 411.0 	0.24346000 	0.24127000 	5.00510424 	4.02532466 	-0.98 	-19.6% 	(strategy <d180s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.2413 BidEMA: 0.2413 LastPrice = 0.2413 BuyPrice = 0.2435 (strategy <d180s1 M->); StopLoss fixed: 0.2415 AllowedDrop: BUY -14.0% spread 	-0.08 	-0.53 	-0.65 	-0.21 	0.14 	0.16 	1.21 	1.18 	8.76 	5.23 	2.54 	1.49 	1.37 	0.66 	0.03 	0 	0.4 	9.5 m 	79.9 m
CHZ 	2022-04-09 16:30:04 	2022-04-09 16:37:02 	410.0 \ 410.0 	0.24410000 	0.24106000 	5.00605162 	3.68008541 	-1.33 	-26.5% 	(strategy <d120s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.2411 BidEMA: 0.2411 LastPrice = 0.2411 BuyPrice = 0.2441 (strategy <d120s1 M->); StopLoss fixed: 0.2412 AllowedDrop: BUY -15.0% spread 	-0.09 	-0.53 	-0.54 	-0.09 	0.6 	0.2 	1.18 	1.2 	8.76 	5.23 	2.54 	1.8 	1.1 	0.73 	0.05 	0 	4.89 	9.5 m 	79.9 m
CHZ 	2022-04-09 16:31:51 	2022-04-09 16:37:02 	410.0 \ 410.0 	0.24410000 	0.24106000 	5.00605162 	3.68008541 	-1.33 	-26.5% 	(strategy <d150s1 M->) 	StopLoss AutoActivated on price drop: BID = 0.2411 BidEMA: 0.2411 LastPrice = 0.2411 BuyPrice = 0.2441 (strategy <d150s1 M->); StopLoss fixed: 0.2412 AllowedDrop: BUY -15.0% spread 	-0.09 	-0.53 	-0.54 	-0.09 	0.99 	0.2 	1.18 	1.2 	8.76 	5.23 	2.54 	1.8 	1.1 	0.73 	0.05 	0 	2.33 	9.5 m 	79.9 m
OGN 	2022-04-09 16:33:36 	2022-04-09 16:36:24 	179.0 \ 179.0 	0.55980000 	0.56210000 	5.01221408 	5.34358608 	0.33 	6.6% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.07 	-0.52 	-0.63 	-0.19 	0.31 	0.12 	1.29 	2.2 	23.88 	19.68 	3.72 	1.54 	1.2 	0.61 	0.02 	0 	0.35 	40.4 m 	172.8 m
XMR 	2022-04-09 16:21:57 	2022-04-09 16:27:35 	0.431 \ 0.431 	232.27000000 	232.78000000 	5.00742067 	5.14705608 	0.14 	2.8% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.2 	-0.63 	-0.82 	-0.26 	0.23 	0.24 	1.22 	1.34 	14.21 	8.71 	2.31 	2.31 	1.61 	1.16 	0.08 	0 	1.24 	12.3 m 	178.4 m
GMT 	2022-04-09 16:11:25 	2022-04-09 16:27:03 	23.0 \ 23.0 	2.18757000 	2.19304000 	2.51671178 	2.60222019 	0.09 	3.4% 	(strategy <d150s1.5 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.65 	0.51 	0.11 	1.03 	1.86 	11.4 	5.64 	2.94 	2.64 	3.02 	0.62 	0.01 	0 	0.8 	83.0 m 	2396.5 m
OGN 	2022-04-09 16:24:30 	2022-04-09 16:26:22 	178.0 \ 178.0 	0.56230000 	0.56500000 	5.00647179 	5.40680806 	0.4 	8.0% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.14 	-0.58 	-0.79 	-0.32 	0.67 	0.2 	0.62 	2.98 	23.88 	19.68 	3.75 	1.96 	1.39 	0.37 	0.05 	0.01 	0.31 	37.9 m 	165.5 m
OGN 	2022-04-09 16:24:32 	2022-04-09 16:26:22 	178.0 \ 178.0 	0.56230000 	0.56500000 	5.00647179 	5.40680806 	0.4 	8.0% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.14 	-0.58 	-0.79 	-0.32 	0.73 	0.2 	0.62 	2.98 	23.88 	19.68 	3.75 	1.96 	1.39 	0.37 	0.05 	0.01 	0.31 	37.9 m 	165.5 m
OGN 	2022-04-09 16:24:41 	2022-04-09 16:26:05 	178.0 \ 178.0 	0.56130000 	0.56430000 	4.99756823 	5.45142554 	0.45 	9.1% 	(strategy <d150s1.2 M->) 	Auto Price Down 	-0.14 	-0.58 	-0.76 	-0.3 	0.39 	0.2 	0.62 	2.98 	23.88 	19.68 	3.75 	1.96 	1.39 	0.55 	0.04 	0.01 	0.34 	37.9 m 	165.5 m
OGN 	2022-04-09 16:24:43 	2022-04-09 16:26:05 	178.0 \ 178.0 	0.56120000 	0.56420000 	4.99667787 	5.45054942 	0.45 	9.1% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.14 	-0.58 	-0.76 	-0.3 	0.55 	0.2 	0.62 	2.98 	23.88 	19.68 	3.75 	1.96 	1.39 	0.55 	0.04 	0.01 	0.33 	37.9 m 	165.5 m
CHZ 	2022-04-09 16:21:23 	2022-04-09 16:24:56 	409.0 \ 409.0 	0.24458000 	0.24552000 	5.00366166 	5.30794134 	0.3 	6.1% 	(strategy <d180s1 M->) 	Auto Price Down 	-0.17 	-0.59 	-0.6 	-0.03 	0.51 	0.26 	2.42 	0.16 	8.76 	5.23 	2.58 	2.07 	1.45 	0.58 	0.11 	0 	4.76 	9.5 m 	79.9 m
IMX 	2022-04-09 16:21:55 	2022-04-09 16:24:53 	47.0 \ 47.0 	2.12410000 	2.13310000 	4.99363165 	5.33659633 	0.34 	6.9% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.2 	-0.63 	-0.82 	-0.26 	0.06 	0.24 	0.52 	1.77 	15.69 	3.6 	2.32 	1.92 	1.16 	0.69 	0.08 	0 	0.65 	4.0 m 	159.0 m
CHZ 	2022-04-09 16:21:40 	2022-04-09 16:24:41 	409.0 \ 409.0 	0.24438000 	0.24532000 	4.99957003 	5.30391514 	0.3 	6.1% 	(strategy <d120s1 M->) 	Auto Price Down 	-0.2 	-0.63 	-0.75 	-0.16 	0.98 	0.25 	2.3 	0.27 	8.76 	5.23 	2.58 	2.07 	1.24 	0.48 	0.12 	0 	3.76 	9.5 m 	79.9 m
CHZ 	2022-04-09 16:21:42 	2022-04-09 16:24:41 	409.0 \ 409.0 	0.24433000 	0.24539000 	4.99854712 	5.35196896 	0.35 	7.1% 	(strategy <d150s1 M->) 	Auto Price Down 	-0.2 	-0.63 	-0.75 	-0.16 	0.83 	0.25 	2.3 	0.27 	8.76 	5.23 	2.58 	2.07 	1.23 	0.45 	0.12 	0 	3.5 	9.5 m 	79.9 m
GMT 	2022-04-09 16:11:25 	2022-04-09 16:24:34 	46.0 \ 46.0 	2.18757000 	2.19195000 	5.03342356 	5.15432043 	0.12 	2.4% 	(strategy <d150s1.2 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.65 	0.58 	0.11 	1.04 	1.84 	11.4 	5.64 	2.94 	2.64 	3.02 	0.65 	0.01 	0 	0.81 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:26 	2022-04-09 16:24:34 	46.0 \ 46.0 	2.18655000 	2.19092000 	5.03107663 	5.15155121 	0.12 	2.4% 	(strategy <d150s1 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.65 	0.5 	0.11 	1.04 	1.84 	11.4 	5.64 	2.94 	2.64 	3.02 	0.65 	0.01 	0 	0.8 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:31 	2022-04-09 16:24:34 	46.0 \ 46.0 	2.18667000 	2.19104000 	5.03135274 	5.15182290 	0.12 	2.4% 	(strategy <d180s1 M+>) 	Auto Price Down 	0.02 	-0.4 	0.02 	0.64 	0.7 	0.11 	1.03 	1.86 	11.4 	5.64 	2.94 	2.64 	3.02 	0.57 	0.01 	0 	0.76 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:32 	2022-04-09 16:24:34 	46.0 \ 46.0 	2.18667000 	2.19104000 	5.03135274 	5.15182290 	0.12 	2.4% 	(strategy <d180s1.2 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.63 	0.46 	0.11 	1.03 	1.86 	11.4 	5.64 	2.94 	2.64 	3.02 	0.56 	0.01 	0 	0.76 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:34 	2022-04-09 16:24:30 	23.0 \ 23.0 	2.18507000 	2.19053000 	2.51383563 	2.59916013 	0.09 	3.4% 	(strategy <d120s1.5 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.63 	0.29 	0.11 	1.03 	1.86 	11.4 	5.64 	2.94 	2.64 	3.02 	0.54 	0.01 	0 	0.73 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:37 	2022-04-09 16:24:29 	23.0 \ 23.0 	2.18401000 	2.18947000 	2.51261614 	2.59796014 	0.09 	3.4% 	(strategy <d180s1.5 M+>) 	Auto Price Down 	0.02 	-0.4 	0.01 	0.63 	0.39 	0.11 	1.03 	1.86 	11.4 	5.64 	2.94 	2.64 	2.95 	0.54 	0.01 	0 	0.72 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:10:08 	2022-04-09 16:24:27 	46.0 \ 46.0 	2.18413000 	2.18850000 	5.02550840 	5.14607204 	0.12 	2.4% 	(strategy <d120s1 M+>) 	Auto Price Down 	0.03 	-0.39 	0.13 	0.75 	0.35 	0.13 	0.87 	1.74 	11.4 	5.64 	2.36 	2.36 	2.47 	1.91 	0.02 	0 	2.08 	83.0 m 	2396.5 m
GMT 	2022-04-09 16:11:37 	2022-04-09 16:24:27 	46.0 \ 46.0 	2.18364000 	2.18801000 	5.02438095 	5.14496262 	0.12 	2.4% 	(strategy <d120s1.2 M+>) 	Auto Price Down 	0.02 	-0.4 	0.05 	0.66 	1.65 	0.11 	1.04 	1.84 	11.4 	5.64 	2.94 	2.64 	3.02 	0.8 	0.01 	0 	0.71 	83.0 m 	2396.5 m
CHZ 	2022-04-09 16:21:53 	2022-04-09 16:23:59 	410.0 \ 410.0 	0.24394000 	0.24504000 	5.00277031 	5.37357762 	0.37 	7.4% 	(strategy <d180s1.2 M->) 	Auto Price Down 	-0.21 	-0.64 	-0.85 	-0.23 	0.56 	0.25 	2.3 	0.27 	8.76 	5.23 	2.58 	2.07 	1.42 	0.57 	0.08 	0 	3.49 	9.5 m 	79.9 m
ALPHA 	2022-04-09 16:11:51 	2022-04-09 16:21:44 	240.0 \ 240.0 	0.41610000 	0.41270000 	4.99519728 	4.09963251 	-0.9 	-17.9% 	(strategy <d150s1.2 M+>) 	StopLoss AutoActivated on price drop: BID = 0.4127 BidEMA: 0.4127 LastPrice = 0.4128 BuyPrice = 0.4161 (strategy <d150s1.2 M+>); StopLoss fixed: 0.4128 AllowedDrop: BUY -14.0% spre 	0.02 	-0.4 	0 	0.61 	0.17 	0.1 	3.84 	0.44 	10 	5.58 	4.31 	1.53 	1.35 	0.6 	0.01 	0.01 	5.83 	3.4 m 	54.6 m
